Random,CME,CMM
5.252619397616763,5.492790792230981,3.1608231945704213
5.428965863453957,5.554969879518235,3.1652547690763395
4.5943413729128695,5.4900123685838675,3.23051948051954
5.356616378634354,5.848539974280945,3.1472571589874887
4.850097687023373,5.881798701707926,3.1504695279510737
5.2350989231153156,5.38254445279225,3.1339218632606785
4.6682343414208125,5.3785778802129816,3.0882362101721967
5.33277069267323,5.472774443610974,3.0768629657414714
4.779048217370675,5.513962619757969,3.1589131459085
5.783110003116379,5.938890620131037,3.0722655032720607
4.863095425000843,5.5787672308224066,3.116714290200099
4.975669781931267,5.666230529594832,3.03819314641734
4.831855409815896,5.407198719132938,3.110813473736061
4.721022161354535,5.515344870517878,3.1075385956175183
4.594273963935344,5.250363808921095,3.0892439101549334
5.229340126755265,5.631943581458839,3.055331179321475
4.766969535008119,5.6463985915051635,3.0824975634294662
6.199881873853694,5.640989772762583,3.1031738630358205
5.461006506773876,5.5108603401124645,3.1377109986483473
4.9707244304939815,5.421667650806614,3.0960313267242
5.48219203515169,5.78296252746221,3.082588111520216
5.372005240828536,5.392032692787611,3.170950836036978
5.131041276095414,5.588382955737003,3.079184010676449
4.484658342222458,5.626341218547989,3.214845955951519
4.8353379423555864,5.361303153707662,3.127663604507948
6.050066817913567,5.451285079404681,3.085837710165759
5.196049382716114,5.51753086419763,3.0977777777777926
5.960927731933073,5.566704176044078,3.1163103275819437
4.977619342839663,5.555300681959341,3.1125852448854983
4.9912176891933635,5.226346932419771,3.089255683587689
4.882257308113182,5.712115053931547,3.099953103017059
4.716666666666673,5.283804143126185,3.0905210295040746
5.440222456968907,5.536848319145004,3.0783259802398537
4.960901320901214,5.509401709401602,3.128919968919909
5.294986807387909,5.454043147602093,3.0585751978892453
4.9991890458812795,5.476123639312502,3.1035526028508484
4.993670108161312,5.724834070796498,3.042895771878112
5.519775070290524,5.346391752577308,3.1363636363636314
4.855027569543574,5.479462239018775,3.1316213369681694
5.154487997758456,5.7045985242381185,3.1926274167938837
5.090424537123626,5.3668723895019,3.1230284894957028
5.1660637435289285,5.690482130605599,3.077558785005894
4.715237644086472,5.526290857413495,3.06174009158374
4.5545491331279235,5.612537740841128,3.000404644068862
5.119988812231983,5.375971160420186,3.1557275156940157
5.5425393076874965,5.480672425579498,3.0755080479771753
4.843762768331374,5.556212087877569,3.1505484489423234
5.4553888974796285,5.5691046853256045,3.1401267975878167
5.443080039244112,5.690540241161981,3.0648162800265197
5.694925898015584,5.69046721929167,3.1309972368751158
5.56320686738276,5.428334220996617,3.060089601804374
5.122541743970388,5.613976499690861,3.069480519480578
5.465451688923824,5.610526315789482,3.14149253731344
5.015306767868424,5.761037318153015,3.0881087919038976
5.115472199380153,5.38939844392441,3.121987475488669
5.526705266742988,5.584760194445279,3.1631420875003378
5.122216388176745,5.534947648021711,3.111931309262717
5.609407337723312,5.511978676701071,3.1582000627154967
5.081202247900474,5.746164046220885,3.0619119782786597
4.647240520692246,5.534119204463194,3.120055473256319
4.883696975372199,5.942691263226896,3.1099666011174434
6.391360972433353,5.524915501255906,3.1550435672423687
5.112903225806438,5.569560343753925,3.079493087557596
5.694799873936219,5.262117869523994,3.117270721714394
