Random,CME,CMM
4.382713248638832,2.82168784029038,2.2173321234119765
3.4885617214042925,2.864552661381645,2.2018120045300016
3.3840245775729727,2.717138468290552,2.2666227781435233
4.285905143620583,2.7454909819639357,2.2787797817857993
3.7087827426810573,2.818401937046011,2.2524763372221033
3.2879964499667107,2.8415797648102905,2.193033059684933
3.4323589394969405,2.889870836165869,2.163607523226824
3.4360869565217347,2.7699999999999982,2.1958695652173894
3.964051548722601,2.7881528374406632,2.2647524304770634
3.46534878436719,2.683935469211546,2.220631674619404
3.6460569295380507,2.751283247783492,2.2421838544097104
3.6337448559670755,2.566601689408708,2.2120424518085304
3.0404129145618293,2.9178563584449826,2.1620909290577623
3.3419384057970856,2.723052536231873,2.1863677536231796
3.092924528301902,2.6075471698113297,2.1839622641509524
3.3853691886964494,2.677529626253422,2.226754785779396
3.3834929320565386,2.7717738258093965,2.2099863201094423
3.3599282832810307,2.7017032720752967,2.233303451367093
3.356970890785734,2.5675202451302233,2.267016852702999
3.4457117788988825,2.7223075235797296,2.2162754990129376
3.056148590947908,2.6383432963279256,2.211571306575579
3.107816711590298,2.6493710691823904,2.220575022461817
3.343253968253966,2.8328924162257496,2.324955908289238
4.1689804772234185,2.663340563991322,2.336659436008678
3.169132258776766,2.7451976153676254,2.266063148597923
3.25502905677246,2.740277156906574,2.179257934734017
3.628984851910484,2.5744969477730173,2.196472982138831
3.324180502341419,2.7335036185610875,2.2658578118348225
3.3497932935232124,2.648369315571903,2.293523197060184
3.263680494263017,2.748676081200351,2.222197705207412
3.8719430858159094,2.807914628723865,2.196754112939078
3.4737207686964577,2.9617967122018936,2.254225515165544
3.64977777777777,2.8168888888888857,2.2577777777777768
3.383498349834984,2.7577557755775564,2.282948294829483
3.3676693356416543,2.7407487556805994,2.220947846786416
3.260645450470633,2.6393993724786995,2.231286418646341
3.033304309969513,2.7527209403569772,2.226599912929901
3.581845885938171,2.6817588158467447,2.275794514584232
3.7743888764296876,2.850863422291988,2.2424310383494017
2.992923485183546,2.8898717381689516,2.2397169394073426
3.249236807675529,2.8259921500217935,2.2897950283471387
3.8511544496749597,2.8616902039901393,2.27930957184488
3.0349775784753317,2.7484304932735397,2.304035874439458
3.4460125448028873,2.6474014336917695,2.275537634408615
3.465795206971671,2.9017429193899704,2.3037037037036985
3.919999999999991,2.7907344632768343,2.2038418079095994
3.1438236577913594,2.8463553033609803,2.2206460061108735
3.286318131256959,2.792880978865417,2.208676307007795
3.845082680591823,2.8848999129678012,2.2347693646649267
3.382534095908487,2.765728112626479,2.2144742630884213
3.48171666301729,2.6840376614845587,2.251806437486312
4.2398856640281535,2.86455584872472,2.2913368513632397
3.828298196044338,2.8445990002173445,2.2297326668115596
3.850857897052345,2.6772987241530948,2.3018037835459655
3.5953273087943454,2.7209609874366247,2.2541326867974374
3.6410086264100947,2.6872373368723776,2.1499668214996674
4.101866426804586,2.8671014166854083,2.262873847537666
4.23483703863587,2.5780271962011625,2.1888625080941018
3.2680525164113634,2.640043763676137,2.304376367614871
3.3027542832357453,2.902407286922582,2.291260030362178
3.4022007635302125,2.587469121940272,2.271951493375262
3.455097613882855,2.657483731019518,2.1798264642082406
3.728489903424061,2.850526777875333,2.2295873573309937
4.4512407488027685,2.665868524161937,2.230953417501081
4.307606263982109,2.7785234899328883,2.2404921700223697
3.3313003702897017,2.695926813330431,2.255282073622308
3.003211991434692,2.617987152034265,2.2582441113490455
3.543583004818219,2.6824353920280326,2.189005694261935
3.33085013146362,2.705521472392632,2.2949167397020114
3.7251091703056756,2.827510917030573,2.344541484716156
3.890137047854421,2.785441473826108,2.2954392271399713
3.5423460144927432,2.7837409420289716,2.1965579710144865
3.9779067172505966,2.7844231198393086,2.1899129658558283
3.2378952022993657,2.4906035816935734,2.2208711032500603
3.3215306795689505,2.58368154827359,2.209588739828461
3.853276047261001,2.829430719656278,2.2766917293233053
3.0075706969494647,2.6310398574927687,2.305277221108891
3.3693832599118925,2.7310572687224655,2.1420704845815006
4.085963003264401,2.7899891186071697,2.3001088139281722
3.1877828054298547,2.803619909502254,2.2466063348416223
3.9918827508455452,2.7724915445321257,2.2518602029312254
3.5105359596885006,2.644754924415935,2.2313330279431924
3.4705244906805444,2.9367143476376256,2.2895535327264858
3.1991628111919033,2.8504075787618506,2.2388191231548897
4.018851380973246,2.79767645769398,2.2347654537483495
3.1252264492753508,2.8029891304347743,2.1736865942028896
3.127128263337123,2.7922814982973896,2.3112372304199775
3.3519179304192606,2.7013826940231835,2.258697591436211
3.613397548161119,2.665936952714543,2.299693520140109
2.861944507105796,2.7284006316264335,2.24137153169411
3.8671696387745707,2.675354366712392,2.336991312299955
3.7902129587675693,2.736293611236983,2.2260987766198572
3.6370604147880985,2.6895852119026133,2.2150586113615875
3.6341518359990928,2.9044829916647874,2.1822482541112866
3.25333333333333,2.605777777777774,2.2211111111111057
3.602314915920504,2.7340030574361225,2.223192836863947
3.3607166266113078,2.7148787415337496,2.2034083460782075
4.0232403718459455,2.731075697211152,2.295263390880919
3.6200941915227562,2.8122897510652556,2.191747028481718
4.01437735014378,2.7529307675293135,2.149082061490822
3.248135146994305,2.6989907854322186,2.225098727512072
3.1606666666666587,2.7899999999999956,2.2022222222222196
3.622936385648257,2.68192824125028,2.2786704820603187
3.9256726951918917,2.7443758270842573,2.282311424790482
3.777171441564339,2.869258753979081,2.275579809004092
3.2483030435734563,2.7661484563170533,2.2329756952047255
4.549308148473533,2.899187349000653,2.19415769822095
3.9200089625812193,2.68922249607887,2.26305175890657
3.9577142857142813,2.772571428571427,2.3609142857142826
3.1817778763023763,2.8576812236754625,2.293948126801151
3.076055715233261,2.5998231262436526,2.3256688038912303
3.536026936026931,2.7010101010100995,2.1645342312008986
3.6621212121211997,2.7354978354978283,2.23506493506493
3.278300853952263,2.666301729800742,2.2778629297131534
3.2786227291930707,2.638149556400508,2.2222222222222228
3.4785330948121795,2.801431127012536,2.1916368515205775
4.169319186560571,2.8859416445623367,2.206012378426168
3.434054898460147,2.7578665476456043,2.2178085248828285
3.826460859977958,2.754575523704528,2.224696802646095
3.797426225870861,2.931218105169732,2.296649656090521
3.2129525522824367,2.7982909826849527,2.32178997076681
3.050478096508784,2.797865243495665,2.218812541694465
3.3309465204743773,2.6900872678451515,2.259789662116801
3.4457458563536,2.8691712707182404,2.239779005524877
3.335263835263824,2.6836121836121736,2.251179751179747
3.325298490651042,2.626041901329125,2.198468123451225
3.3004552352048604,2.8751354866681114,2.2165618903099915
3.9368703828072706,2.8043429594806457,2.2500559659726966
3.2175398633257473,2.927334851936225,2.176309794988618
3.391144708423319,2.6356371490280694,2.2321814254859516
3.4350663965788892,2.825343236551879,2.270988071123119
3.6331658291457223,2.9235306969630703,2.2418614813196345
3.7910447761194117,2.760974539069361,2.2219051799824414
4.668977857302602,2.7096846343099883,2.181838514873624
4.022261798753328,2.772707034728393,2.2270703472840534
3.0784738781703886,2.881638846737477,2.282896163017556
3.456971928209827,2.797054763000442,2.25540727105383
4.238959335373851,2.681897682553563,2.2452995190205502
3.4763469119579495,2.665352606219886,2.2166009636443254
3.5143678160919563,2.8642793987621573,2.3145446507515444
3.394076418720344,2.7372823875197967,2.281483156228814
3.4207105719237476,2.7701473136915142,2.2164211438474952
3.663385826771648,2.6297025371828475,2.322615923009619
3.2076804237475423,2.6285588170382055,2.0812182741116936
4.156548810317988,2.6364242828552373,2.207026906826773
3.008826125330978,2.804721977052073,2.1921888790820825
3.913919008630207,2.7517149811905153,2.2088957734011925
3.218855218855219,2.7692480359147016,2.267115600448933
3.936441563872038,2.693915952331167,2.208864729249418
3.4165938864628838,2.7185589519650692,2.241484716157205
3.4911816578483257,2.636684303350968,2.251543209876542
3.439973321476206,2.711427301022668,2.1649622054246276
3.335385968770622,2.9049923026171136,2.350340884099409
3.107055419541517,2.756064989984426,2.2129979968840465
4.028360875390783,2.7695399732023125,2.226663689146933
