Random,CME,CMM
4.4594549125168115,4.4167227456258145,2.8562135486765072
4.988224789329826,4.476365868631127,2.7798426251465402
4.640645658880624,4.413728514764275,2.7556743058616626
4.839609098939798,4.427285777385048,2.8150949646642394
4.301206829431096,4.462821867526869,2.8216450697959305
4.349201009251457,4.3982618446874024,2.8309503784693058
4.915920482063378,4.473672354564361,2.791969364194348
4.9994425242501785,4.424963764076241,2.7866540305496645
4.744980587909054,4.533222407099282,2.828840820854129
4.5740353962844935,4.449323952951521,2.815598548972202
4.708328700100056,4.340320249082602,2.8037362392972156
4.301479654747222,4.35814370586257,2.8226095729178473
4.235600066397403,4.2254744646710725,2.844187461959838
4.9366185312131075,4.453447210203944,2.77322020565263
4.74932945909694,4.583426464014239,2.8132543585158345
4.16984326361209,4.555622303533457,2.8356179345748833
4.142408376963364,4.476439790575941,2.8116285478093075
4.206514988991096,4.499124936487291,2.844012871901959
5.320677735592447,4.348897829659413,2.7962259874199495
4.562968307709394,4.445856690903027,2.8658489204639905
5.032401667981451,4.291840414741292,2.805984447199318
4.578956098639823,4.273802941501697,2.8070330642485706
4.968601173994831,4.3776165688337025,2.880606933215125
4.613004133616344,4.547760026812644,2.8676684169366533
4.2460639777468465,4.594770514603591,2.8923504867871785
5.038849646821374,4.436371790559449,2.8670815113801544
4.580768152509094,4.59635548079617,2.8504625735912477
5.229509110157738,4.743968351256514,2.8017495960328143
5.460566424652233,4.237321953112026,2.840381311311881
4.493675099866819,4.525299600532596,2.8636262760763196
4.851117039012997,4.878570634655994,2.895576303212178
4.7563618453455945,4.2361407541180975,2.7891424506101865
4.003621995390273,4.233454066513085,2.8046866425200987
4.652906059923363,4.293928812795641,2.8153863482766153
4.309554140127387,4.434228745499858,2.89227360841873
4.36169388319962,4.521561029615337,2.929809022972657
4.286784287616495,4.484076786506856,2.817521083000442
5.466221480244769,4.301725097384495,2.8459654980522866
4.222488038277548,4.459497051296353,2.8495604762434943
4.239096745627632,4.444100066415753,2.8439229577152867
5.221070908479809,4.467962361375526,2.808950375265986
5.2452177792649195,4.536333723718654,2.787407283475499
4.966707699194299,4.473645926589104,2.792021038495992
4.4326053386278685,4.3727663798809004,2.791308184425352
5.252942160745106,4.698254224998552,2.846394110100918
5.255965655664567,4.626672613737709,2.8050289919714184
4.724780885390474,4.609557304750718,2.816948584826629
4.333136221911645,4.4026986345554455,2.8487797011074307
4.385493581733513,4.2592298080200015,2.856469385436787
5.200973612878232,4.472368202688494,2.857996348951702
5.042005195379387,4.38633725750287,2.8674625545790873
5.262366068950182,4.7475156831177285,2.8700383056680936
5.334786984233496,4.449513586044994,2.878284691937863
4.421555481059365,4.385406190635854,2.814392669572068
4.494081858407126,4.251991150442523,2.7824668141593114
4.509562614335635,4.288984976994309,2.7992682521204317
4.443457277613259,4.201546561368885,2.7654381923878564
6.041308566675852,4.5659550873301535,2.898586082617103
4.744792833146678,4.5122620380738905,2.828275475923823
4.336690330746783,4.413405976556037,2.7987452534257824
3.9893839383938374,4.730143014301407,2.808250825082494
4.591216408158637,4.119254587807524,2.8059201181751114
5.399067288474316,4.501221407950241,2.8992338441039
4.539405613648871,4.269620253164544,2.863511282333493
4.774529569892448,4.457269265232952,2.8342293906809926
4.408142999006945,4.211740041928729,2.8653867372834676
4.261900794312127,4.526523357218295,2.8258623562740026
4.746921182265978,4.297525750111914,2.8543439319300963
4.741924418272236,4.344177005317023,2.8737636498770907
4.76510582300691,4.381894944621145,2.7914793288737827
4.640351367985184,4.103899737033477,2.893638449057207
4.969572914361579,4.221619827395431,2.9040716972781273
4.61517990796698,4.785274713089781,2.797915396130194
4.303631098240188,4.173312541768804,2.7705502339051225
4.94023926654738,4.329159212880126,2.8418492844364853
4.959705734826964,4.631611213286535,2.810622526890721
4.118146503884571,4.161764705882349,2.862597114317436
4.855738077644471,4.555846075143467,2.7825271414766672
4.2342974976314105,4.4483642646157415,2.817310371732719
4.635424271353868,4.263716515976796,2.8584826191946355
4.2806542520860065,4.495551748908684,2.852461733989085
5.6812456073958115,4.399740498459239,2.8795480348164966
4.441186234369823,4.250359632621452,2.833407104127482
4.94214285714287,4.508076923076933,2.859395604395592
4.202242202242196,4.580364080364066,2.8620823620823597
4.729735731734373,4.2966910948256425,2.8444370419719847
4.723767557146783,4.504764527678316,2.8239603415037067
5.228608276326079,4.571548727150336,2.854547493551595
4.286191536748314,4.365645879732728,2.812026726057891
4.663945961159645,4.307345904869195,2.7927385308190873
4.492635206492155,4.416041354010351,2.838252459563121
4.722364895042489,4.774899508709301,2.7635663242519435
4.499320652173913,4.39124773550724,2.8543931159419906
4.344791609466913,4.759266377464257,2.866783811981868
4.834733577671413,4.628305610375093,2.787989850578026
4.0514673433362915,4.624062224183602,2.843281112091809
4.994781940019708,4.363341755465161,2.856036471492862
4.252174895492057,4.436730312959016,2.772850525364374
4.665333333333329,4.524666666666669,2.8139999999999863
4.723328631875895,4.544598025387892,2.8518476727785895
